transaction_id,account_id,destino_id,tipo,valor,data_hora,canal
TRX0000631,ACC00115,ACC00112,TED,1573.17,2026-05-17T06:40:37,APP
TRX0000632,ACC00049,,BOLETO,73.01,2026-03-12T05:40:37,CAIXA
TRX0000633,ACC00112,,DEPOSITO,430.85,2026-03-15T20:55:37,INTERNET_BANKING
TRX0000634,ACC00016,,BOLETO,1559.77,2026-05-09T08:52:37,APP
TRX0000635,ACC00017,ACC00029,PIX,1393.19,2026-04-26T12:27:37,APP
TRX0000636,ACC00097,ACC00039,PIX,569.53,2026-04-27T21:14:37,APP
TRX0000637,ACC00093,,SAQUE,238.8,2026-04-01T12:19:37,APP
TRX0000638,ACC00030,ACC00045,TED,460.92,2026-03-21T03:32:37,INTERNET_BANKING
TRX0000639,ACC00025,,BOLETO,90.29,2026-03-11T02:24:37,APP
TRX0000640,ACC00005,ACC00054,PIX,176.55,2026-04-23T22:44:37,ATM
TRX0000641,ACC00120,,CARTAO,1567.66,2026-05-06T15:01:37,APP
TRX0000642,ACC00009,,BOLETO,116.93,2026-03-13T21:32:37,CAIXA
TRX0000643,ACC00087,ACC00007,PIX,989.19,2026-03-14T06:10:37,APP
TRX0000644,ACC00006,,CARTAO,490.22,2026-05-02T07:48:37,ATM
TRX0000645,ACC00097,,BOLETO,194.79,2026-03-20T18:50:37,CAIXA
TRX0000646,ACC00038,,CARTAO,1205.0,2026-05-25T06:42:37,APP
TRX0000647,ACC00041,ACC00099,PIX,1276.05,2026-05-27T09:09:37,APP
TRX0000648,ACC00042,ACC00113,PIX,637.31,2026-03-20T11:43:37,APP
TRX0000649,ACC00085,,SAQUE,510.37,2026-04-18T14:53:37,APP
TRX0000650,ACC00008,,SAQUE,376.34,2026-05-15T07:27:37,INTERNET_BANKING
TRX0000651,ACC00117,,BOLETO,210.93,2026-04-27T14:18:37,INTERNET_BANKING
TRX0000652,ACC00064,,CARTAO,1044.78,2026-03-06T20:00:37,APP
TRX0000653,ACC00086,ACC00068,PIX,830.61,2026-03-24T02:44:37,INTERNET_BANKING
TRX0000654,ACC00054,ACC00039,PIX,680.61,2026-04-21T20:49:37,APP
TRX0000655,ACC00097,,CARTAO,174.88,2026-03-13T00:47:37,APP
TRX0000656,ACC00039,ACC00019,PIX,855.18,2026-04-06T16:05:37,INTERNET_BANKING
TRX0000657,ACC00118,ACC00053,TED,817.61,2026-05-02T04:30:37,INTERNET_BANKING
TRX0000658,ACC00072,,SAQUE,774.49,2026-04-15T07:11:37,INTERNET_BANKING
TRX0000659,ACC00027,ACC00011,PIX,1753.78,2026-03-10T20:59:37,APP
TRX0000660,ACC00109,,CARTAO,44.37,2026-05-09T12:56:37,INTERNET_BANKING
TRX0000661,ACC00025,,CARTAO,697.18,2026-03-09T07:25:37,APP
TRX0000662,ACC00078,ACC00010,TED,2908.0,2026-03-21T02:29:37,APP
TRX0000663,ACC00098,,BOLETO,606.96,2026-03-23T17:38:37,APP
TRX0000664,ACC00062,,CARTAO,2258.81,2026-04-30T00:32:37,INTERNET_BANKING
TRX0000665,ACC00117,,DEPOSITO,2428.81,2026-04-14T13:43:37,APP
TRX0000666,ACC00095,ACC00097,PIX,126.65,2026-05-30T04:13:37,ATM
TRX0000667,ACC00032,,BOLETO,480.3,2026-05-16T19:53:37,INTERNET_BANKING
TRX0000668,ACC00118,,CARTAO,1552.82,2026-05-27T12:55:37,APP
TRX0000669,ACC00049,ACC00084,TED,585.47,2026-04-08T02:04:37,INTERNET_BANKING
TRX0000670,ACC00034,,BOLETO,612.34,2026-05-05T09:50:37,ATM
TRX0000671,ACC00013,ACC00093,PIX,698.37,2026-05-03T04:04:37,APP
TRX0000672,ACC00108,ACC00027,PIX,88.68,2026-03-26T21:57:37,APP
TRX0000673,ACC00053,,BOLETO,97.89,2026-05-21T19:26:37,APP
TRX0000674,ACC00019,,CARTAO,238.55,2026-05-31T19:32:37,APP
TRX0000675,ACC00075,,SAQUE,244.99,2026-04-04T04:48:37,INTERNET_BANKING
TRX0000676,ACC00043,,CARTAO,901.87,2026-03-12T01:39:37,INTERNET_BANKING
TRX0000677,ACC00064,ACC00088,PIX,395.64,2026-03-28T06:47:37,CAIXA
TRX0000678,ACC00098,ACC00093,TED,502.35,2026-04-24T16:10:37,ATM
TRX0000679,ACC00063,ACC00094,PIX,272.49,2026-04-09T12:15:37,APP
TRX0000680,ACC00022,,BOLETO,2325.73,2026-03-20T17:04:37,INTERNET_BANKING
TRX0000681,ACC00118,ACC00083,PIX,410.42,2026-05-07T03:17:37,INTERNET_BANKING
TRX0000682,ACC00068,ACC00109,PIX,470.4,2026-04-28T10:55:37,INTERNET_BANKING
TRX0000683,ACC00105,,CARTAO,802.39,2026-03-25T22:58:37,APP
TRX0000684,ACC00108,ACC00009,PIX,14502.0,2026-03-04T12:30:37,APP
TRX0000685,ACC00002,,BOLETO,531.95,2026-03-29T12:51:37,INTERNET_BANKING
TRX0000686,ACC00080,,DEPOSITO,91.2,2026-03-23T23:32:37,INTERNET_BANKING
TRX0000687,ACC00062,,BOLETO,328.79,2026-05-20T04:48:37,APP
TRX0000688,ACCX79391,,CARTAO,10697.0,2026-04-16T16:47:37,ATM
TRX0000689,ACC00037,ACC00105,PIX,340.9,2026-04-17T08:52:37,APP
TRX0000690,ACC00056,,BOLETO,2522.0,2026-04-26T18:07:37,APP
TRX0000691,ACC00118,,CARTAO,98.66,2026-03-03T13:33:37,INTERNET_BANKING
TRX0000692,ACC00080,,BOLETO,449.41,2026-05-14T14:55:37,APP
TRX0000693,ACC00102,,BOLETO,2758.52,2026-03-11T20:23:37,APP
TRX0000694,ACC00059,,CARTAO,1492.03,2026-05-04T18:21:37,CAIXA
TRX0000695,ACC00088,,BOLETO,58.41,2026-03-31T07:04:37,APP
TRX0000696,ACC00110,,DEPOSITO,96.14,2026-04-01T06:45:37,APP
TRX0000697,ACC00049,,BOLETO,1296.55,2026-05-20T07:32:37,APP
TRX0000698,ACC00002,,BOLETO,500.34,2026-03-22T18:38:37,ATM
TRX0000699,ACC00056,ACC00043,PIX,969.0,2026-05-03T05:14:37,INTERNET_BANKING
TRX0000700,ACC00110,,SAQUE,568.23,2026-04-21T18:30:37,APP
TRX0000701,ACC00006,ACC00116,TED,718.69,2026-04-28T20:28:37,APP
TRX0000702,ACC00114,,DEPOSITO,1234.17,2026-03-16T04:41:37,APP
TRX0000703,ACC00010,,BOLETO,912.78,2026-04-30T05:00:37,APP
TRX0000704,ACC00073,ACC00023,PIX,1225.9,2026-03-29T15:56:37,INTERNET_BANKING
TRX0000705,ACC00041,ACC00027,PIX,781.47,2026-04-04T05:51:37,INTERNET_BANKING
TRX0000706,ACC00097,,SAQUE,1051.17,2026-03-13T14:58:37,ATM
TRX0000707,ACC00010,,CARTAO,1828.39,2026-03-14T10:54:37,INTERNET_BANKING
TRX0000708,ACC00107,ACC00087,PIX,101.09,2026-05-08T20:47:37,ATM
TRX0000709,ACC00043,,SAQUE,1279.6,2026-05-31T07:58:37,APP
TRX0000710,ACC00089,,DEPOSITO,395.98,2026-05-29T15:58:37,APP
TRX0000711,ACC00045,ACC00056,PIX,74.9,2026-03-11T11:01:37,APP
TRX0000712,ACC00010,ACC00099,TED,1479.34,2026-05-10T23:30:37,CAIXA
TRX0000713,ACC00077,ACC00100,TED,2067.53,2026-04-16T14:15:37,ATM
TRX0000714,ACC00082,,BOLETO,880.76,2026-04-08T23:42:37,APP
TRX0000715,ACC00046,ACC00049,TED,603.64,2026-05-30T22:34:37,APP
TRX0000716,ACC00088,ACC00049,TED,296.56,2026-04-23T13:57:37,INTERNET_BANKING
TRX0000717,ACC00080,,CARTAO,518.69,2026-04-15T00:13:37,INTERNET_BANKING
TRX0000718,ACC00011,,DEPOSITO,246.12,2026-05-28T10:11:37,APP
TRX0000719,ACC00082,,DEPOSITO,2757.15,2026-04-17T06:14:37,CAIXA
TRX0000720,ACC00014,,BOLETO,1162.22,2026-05-03T05:06:37,ATM
TRX0000721,ACC00098,,BOLETO,395.58,2026-03-04T20:43:37,APP
TRX0000722,ACC00056,,DEPOSITO,995.49,2026-04-18T03:53:37,APP
TRX0000723,ACC00014,,SAQUE,1075.16,2026-05-06T14:39:37,INTERNET_BANKING
TRX0000724,ACC00077,ACC00042,PIX,588.49,2026-05-20T21:39:37,CAIXA
TRX0000725,ACC00002,ACC00050,PIX,900.98,2026-05-28T13:53:37,CAIXA
TRX0000726,ACC00093,ACC00116,PIX,937.77,2026-03-18T21:28:37,CAIXA
TRX0000727,ACC00032,,SAQUE,573.82,2026-03-17T11:00:37,CAIXA
TRX0000728,ACC00022,,DEPOSITO,517.61,2026-04-01T13:22:37,APP
TRX0000729,ACC00019,,CARTAO,769.28,2026-05-01T23:33:37,INTERNET_BANKING
TRX0000730,ACC00039,,CARTAO,382.77,2026-03-21T05:33:37,INTERNET_BANKING
TRX0000731,ACC00032,,CARTAO,1813.06,2026-03-18T01:59:37,APP
TRX0000732,ACC00026,ACC00018,PIX,3844.84,2026-05-29T22:46:37,APP
TRX0000733,ACC00051,ACC00080,PIX,881.07,2026-03-31T02:52:37,APP
TRX0000734,ACC00111,,BOLETO,55.49,2026-04-04T22:41:37,APP
TRX0000735,ACC00106,,CARTAO,1552.23,2026-03-16T21:02:37,ATM
TRX0000736,ACC00042,ACC00089,PIX,871.08,2026-05-26T03:24:37,APP
TRX0000737,ACC00041,ACC00051,PIX,660.3,2026-03-16T17:39:37,CAIXA
TRX0000738,ACC00038,,DEPOSITO,1608.68,2026-05-12T08:43:37,APP
TRX0000739,ACC00074,,CARTAO,1841.41,2026-04-06T08:06:37,APP
TRX0000740,ACC00105,ACC00047,PIX,1029.17,2026-04-06T01:20:37,APP
TRX0000741,ACC00073,,SAQUE,47.57,2026-03-16T14:44:37,INTERNET_BANKING
TRX0000742,ACC00099,,BOLETO,1441.76,2026-05-06T10:22:37,APP
TRX0000743,ACC00091,ACC00103,PIX,1315.44,2026-04-17T04:34:37,APP
TRX0000744,ACC00089,,BOLETO,1156.17,2026-05-03T06:22:37,INTERNET_BANKING
TRX0000745,ACC00053,,SAQUE,292.23,2026-05-26T13:39:37,APP
TRX0000746,ACC00031,,BOLETO,3651.76,2026-03-05T14:31:37,APP
TRX0000747,ACC00102,,DEPOSITO,1871.57,2026-04-30T11:29:37,APP
TRX0000748,ACC00062,,SAQUE,527.09,2026-03-21T07:26:37,APP
TRX0000749,ACC00118,,BOLETO,462.59,2026-03-09T15:32:37,APP
TRX0000750,ACC00102,ACC00090,TED,162.25,2026-05-23T12:41:37,ATM
TRX0000751,ACC00069,,BOLETO,364.62,2026-05-19T12:53:37,ATM
TRX0000752,ACC00099,,BOLETO,532.81,2026-05-10T13:38:37,INTERNET_BANKING
TRX0000753,ACC00083,,BOLETO,164.26,2026-04-16T15:28:37,APP
TRX0000754,ACC00087,,CARTAO,88.48,2026-04-06T02:15:37,APP
TRX0000755,ACC00102,ACC00002,TED,8721.09,2026-03-09T12:21:37,CAIXA
TRX0000756,ACC00029,ACC00067,PIX,320.45,2026-04-11T12:05:37,INTERNET_BANKING
TRX0000757,ACC00089,,CARTAO,271.79,2026-03-22T15:22:37,APP
TRX0000758,ACC00060,,SAQUE,254.55,2026-03-09T23:42:37,CAIXA
TRX0000759,ACC00020,ACC00004,PIX,1098.55,2026-04-11T01:57:37,APP
TRX0000760,ACC00038,ACC00011,PIX,1321.5,2026-04-29T18:44:37,APP
TRX0000761,ACC00094,ACC00040,PIX,840.23,2026-03-15T01:26:37,INTERNET_BANKING
TRX0000762,ACC00101,ACC00062,PIX,413.85,2026-04-10T11:41:37,CAIXA
TRX0000763,ACC00013,,BOLETO,1228.93,2026-04-26T18:29:37,APP
TRX0000764,ACC00009,ACC00104,PIX,47.84,2026-04-02T00:34:37,INTERNET_BANKING
TRX0000765,ACC00003,,CARTAO,245.2,2026-04-30T04:07:37,APP
TRX0000766,ACC00103,ACC00095,PIX,2129.4,2026-05-19T10:09:37,APP
TRX0000767,ACC00023,,BOLETO,211.69,2026-04-22T09:02:37,ATM
TRX0000768,ACC00060,ACC00052,PIX,176.07,2026-04-02T20:03:37,INTERNET_BANKING
TRX0000769,ACC00024,,CARTAO,595.45,2026-05-15T18:58:37,CAIXA
TRX0000770,ACC00095,ACC00026,PIX,339.39,2026-03-04T13:28:37,APP
TRX0000771,ACC00055,ACC00091,TED,755.42,2026-05-13T04:26:37,APP
TRX0000772,ACC00036,ACC00104,PIX,366.03,2026-05-08T03:56:37,APP
TRX0000773,ACC00074,,BOLETO,384.32,2026-05-05T10:31:37,APP
TRX0000774,ACC00047,ACC00059,PIX,172.84,2026-03-29T05:45:37,APP
TRX0000775,ACC00086,,CARTAO,349.26,2026-05-26T08:33:37,APP
TRX0000776,ACC00041,ACC00079,PIX,280.91,2026-05-23T21:13:37,APP
TRX0000777,ACC00015,,CARTAO,2293.34,2026-05-01T04:20:37,APP
TRX0000778,ACC00023,,BOLETO,530.86,2026-03-30T05:11:37,CAIXA
TRX0000779,ACC00118,ACC00011,PIX,844.82,2026-04-22T13:40:37,APP
TRX0000780,ACC00041,ACC00040,PIX,302.02,2026-03-16T16:45:37,APP
TRX0000781,ACC00048,ACC00066,PIX,695.65,2026-04-29T22:56:37,INTERNET_BANKING
TRX0000782,ACC00077,ACC00050,PIX,155.93,2026-04-17T14:05:37,INTERNET_BANKING
TRX0000783,ACC00063,ACC00089,TED,1722.39,2026-03-13T06:33:37,APP
TRX0000784,ACC00120,,BOLETO,213.3,2026-05-11T16:01:37,INTERNET_BANKING
TRX0000785,ACC00037,,CARTAO,1940.56,2026-05-01T07:02:37,APP
TRX0000786,ACC00080,ACC00046,PIX,1702.63,2026-03-21T22:00:37,APP
TRX0000787,ACC00063,,DEPOSITO,528.4,2026-03-23T20:38:37,APP
TRX0000788,ACC00072,ACC00064,PIX,458.52,2026-03-25T02:26:37,CAIXA
TRX0000789,ACC00063,ACC00108,PIX,343.86,2026-03-16T23:34:37,APP
TRX0000790,ACC00022,ACC00004,TED,353.95,2026-03-07T09:35:37,APP
TRX0000791,ACC00029,,SAQUE,78.18,2026-04-14T17:19:37,APP
TRX0000792,ACC00037,,SAQUE,509.77,2026-03-13T11:16:37,APP
TRX0000793,ACC00099,ACC00071,PIX,932.04,2026-04-19T19:34:37,INTERNET_BANKING
TRX0000794,ACC00074,ACC00100,PIX,680.51,2026-04-29T21:59:37,APP
TRX0000795,ACC00047,ACC00097,TED,432.31,2026-05-19T00:45:37,CAIXA
TRX0000796,ACC00093,,SAQUE,687.93,2026-03-30T15:36:37,APP
TRX0000797,ACC00014,,BOLETO,1771.12,2026-03-30T05:56:37,APP
TRX0000798,ACC00039,,SAQUE,204.48,2026-04-17T03:02:37,APP
TRX0000799,ACC00045,ACC00012,PIX,1538.11,2026-05-19T06:31:37,APP
TRX0000800,ACC00016,,SAQUE,371.7,2026-03-23T14:31:37,APP
TRX0000801,ACC00095,ACC00045,TED,1404.05,2026-05-10T15:01:37,CAIXA
TRX0000802,ACC00079,,BOLETO,103.1,2026-04-23T20:25:37,INTERNET_BANKING
TRX0000803,ACC00101,ACC00027,PIX,4401.59,2026-05-01T04:48:37,CAIXA
TRX0000804,ACC00073,,BOLETO,947.6,2026-05-05T02:14:37,INTERNET_BANKING
TRX0000805,ACC00022,ACC00091,PIX,442.58,2026-03-14T00:25:37,CAIXA
TRX0000806,ACC00074,ACC00110,PIX,350.51,2026-05-25T12:21:37,APP
TRX0000807,ACC00116,,DEPOSITO,575.24,2026-05-25T01:27:37,INTERNET_BANKING
TRX0000808,ACC00097,ACC00118,PIX,541.72,2026-05-21T01:24:37,APP
TRX0000809,ACC00036,ACC00017,PIX,379.95,2026-04-11T00:11:37,APP
TRX0000810,ACC00017,ACC00092,PIX,2108.51,2026-04-23T00:25:37,INTERNET_BANKING
TRX0000811,ACC00032,ACC00087,PIX,922.74,2026-03-24T10:11:37,ATM
TRX0000812,ACC00019,ACC00035,PIX,2083.32,2026-04-07T08:48:37,ATM
TRX0000813,ACC00049,,CARTAO,235.19,2026-04-15T09:01:37,APP
TRX0000814,ACC00099,ACC00066,PIX,564.45,2026-04-14T13:20:37,APP
TRX0000815,ACC00089,ACC00048,PIX,827.82,2026-05-09T23:20:37,CAIXA
TRX0000816,ACC00063,,BOLETO,183.23,2026-04-30T21:10:37,INTERNET_BANKING
TRX0000817,ACC00109,,SAQUE,392.48,2026-04-01T15:25:37,APP
TRX0000818,ACC00082,,BOLETO,116.8,2026-03-20T22:47:37,INTERNET_BANKING
TRX0000819,ACC00102,ACC00028,PIX,652.44,2026-03-31T21:39:37,ATM
TRX0000820,ACC00106,ACC00035,TED,965.58,2026-04-17T17:43:37,ATM
TRX0000821,ACC00037,ACC00074,TED,125.8,2026-04-03T04:44:37,APP
TRX0000822,ACC00110,,BOLETO,140.28,2026-04-22T15:27:37,INTERNET_BANKING
TRX0000823,ACC00098,,DEPOSITO,91.23,2026-05-08T17:31:37,APP
TRX0000824,ACC00108,,DEPOSITO,1071.69,2026-03-11T06:27:37,INTERNET_BANKING
TRX0000825,ACC00021,ACC00001,PIX,1193.21,2026-04-03T14:36:37,ATM
TRX0000826,ACC00055,,CARTAO,178.28,2026-05-19T18:36:37,ATM
TRX0000827,ACC00113,ACC00021,PIX,2009.12,2026-04-30T08:56:37,APP
TRX0000828,ACC00113,,CARTAO,1155.09,2026-04-17T00:39:37,APP
TRX0000829,ACC00011,ACC00116,TED,1080.58,2026-03-15T23:47:37,INTERNET_BANKING
TRX0000830,ACC00007,,SAQUE,4040.93,2026-03-06T05:53:37,APP
TRX0000831,ACC00097,,CARTAO,153.78,2026-03-27T17:49:37,APP
TRX0000832,ACCX72496,ACC00010,TED,480.58,2026-05-12T09:25:37,APP
TRX0000833,ACC00029,ACC00057,PIX,473.57,2026-03-03T11:46:37,INTERNET_BANKING
TRX0000834,ACC00105,,CARTAO,50907.78,2026-05-30T14:46:37,INTERNET_BANKING
TRX0000835,ACC00017,,CARTAO,997.53,2026-05-13T21:20:37,APP
TRX0000836,ACC00094,,BOLETO,251.88,2026-05-22T13:54:37,APP
TRX0000837,ACC00113,,SAQUE,3293.76,2026-03-09T19:06:37,ATM
TRX0000838,ACC00097,,BOLETO,635.01,2026-05-27T21:52:37,APP
TRX0000839,ACC00019,ACC00073,TED,2548.74,2026-04-24T23:02:37,INTERNET_BANKING
TRX0000840,ACC00057,,CARTAO,10864.88,2026-05-29T22:29:37,APP
TRX0000841,ACC00020,ACC00079,PIX,297.08,2026-03-31T18:57:37,APP
TRX0000842,ACC00111,,BOLETO,473.09,2026-05-06T10:25:37,APP
TRX0000843,ACC00097,ACC00094,PIX,220.09,2026-03-23T04:59:37,APP
TRX0000844,ACC00055,ACC00018,TED,1043.77,2026-04-24T14:52:37,CAIXA
TRX0000845,ACC00083,ACC00071,PIX,645.8,2026-03-12T12:44:37,APP
TRX0000846,ACC00093,,BOLETO,462.94,2026-04-29T04:15:37,APP
TRX0000847,ACC00004,,CARTAO,148.53,2026-05-18T01:11:37,APP
TRX0000848,ACC00027,,SAQUE,1380.54,2026-03-24T07:22:37,APP
TRX0000849,ACC00051,ACC00007,PIX,1093.27,2026-05-20T06:15:37,INTERNET_BANKING
TRX0000850,ACC00102,,BOLETO,978.49,2026-04-17T19:02:37,ATM
TRX0000851,ACC00031,,BOLETO,2391.18,2026-05-09T09:49:37,APP
TRX0000852,ACC00114,ACC00047,PIX,713.21,2026-05-23T14:06:37,ATM
TRX0000853,ACC00017,,DEPOSITO,1050.45,2026-05-14T11:06:37,INTERNET_BANKING
TRX0000854,ACC00047,,CARTAO,495.42,2026-05-02T16:45:37,APP
TRX0000855,ACC00099,,DEPOSITO,898.93,2026-04-26T11:04:37,INTERNET_BANKING
TRX0000856,ACC00034,ACC00119,PIX,1133.83,2026-05-31T16:54:37,APP
TRX0000857,ACC00102,ACC00037,PIX,1538.16,2026-05-17T16:05:37,INTERNET_BANKING
TRX0000858,ACC00065,,BOLETO,1033.58,2026-03-17T05:27:37,APP
TRX0000859,ACC00011,ACC00069,PIX,194.4,2026-03-22T19:53:37,INTERNET_BANKING
TRX0000860,ACC00036,ACC00011,PIX,524.92,2026-04-11T15:13:37,ATM
TRX0000861,ACC00027,,DEPOSITO,643.96,2026-04-01T13:59:37,INTERNET_BANKING
TRX0000862,ACC00051,ACC00098,PIX,2590.47,2026-04-23T18:54:37,INTERNET_BANKING
TRX0000863,ACC00088,,BOLETO,816.34,2026-04-16T18:22:37,INTERNET_BANKING
TRX0000864,ACC00094,,CARTAO,369.87,2026-05-11T10:46:37,CAIXA
TRX0000865,ACC00012,ACC00015,TED,2139.65,2026-04-24T10:53:37,CAIXA
TRX0000866,ACC00078,,BOLETO,4411.85,2026-03-06T21:51:37,INTERNET_BANKING
TRX0000867,ACC00095,ACC00002,TED,271.93,2026-05-03T15:12:37,INTERNET_BANKING
TRX0000868,ACCX75065,,BOLETO,656.5,2026-05-14T08:24:37,INTERNET_BANKING
TRX0000869,ACC00101,,CARTAO,778.34,2026-03-07T01:30:37,INTERNET_BANKING
TRX0000870,ACC00017,,BOLETO,366.47,2026-03-26T09:07:37,CAIXA
TRX0000871,ACC00114,ACC00116,TED,449.83,2026-03-29T23:24:37,APP
TRX0000872,ACC00104,ACC00068,PIX,350.38,2026-05-17T21:49:37,CAIXA
TRX0000873,ACC00092,ACC00081,PIX,1280.66,2026-05-14T10:58:37,INTERNET_BANKING
TRX0000874,ACC00059,ACC00008,PIX,7026.18,2026-04-29T13:11:37,ATM
TRX0000875,ACC00073,ACC00021,PIX,1386.79,2026-03-12T02:01:37,ATM
TRX0000876,ACC00014,ACC00087,PIX,301.2,2026-05-02T00:48:37,APP
TRX0000877,ACC00030,,DEPOSITO,2640.23,2026-03-15T11:09:37,INTERNET_BANKING
TRX0000878,ACC00111,,BOLETO,577.34,2026-05-11T12:49:37,ATM
TRX0000879,ACC00050,,BOLETO,8145.5,2026-03-11T07:24:37,APP
TRX0000880,ACC00110,ACC00103,PIX,592.97,2026-05-08T20:04:37,INTERNET_BANKING
TRX0000881,ACC00095,,BOLETO,1291.0,2026-04-06T21:15:37,APP
TRX0000882,ACC00054,,DEPOSITO,146.99,2026-04-11T01:07:37,INTERNET_BANKING
TRX0000883,ACC00010,ACC00016,TED,3376.8,2026-03-13T05:14:37,APP
TRX0000884,ACC00116,ACC00029,PIX,1217.36,2026-05-29T16:28:37,INTERNET_BANKING
TRX0000885,ACC00006,ACC00009,PIX,171.15,2026-03-23T08:09:37,INTERNET_BANKING
TRX0000886,ACC00111,ACC00109,PIX,376.26,2026-03-19T21:15:37,APP
TRX0000887,ACC00012,,DEPOSITO,187.36,2026-03-03T12:56:37,APP
TRX0000888,ACC00038,,CARTAO,509.3,2026-03-24T07:56:37,APP
TRX0000889,ACC00032,ACC00076,PIX,228.06,2026-03-26T05:44:37,INTERNET_BANKING
TRX0000890,ACC00099,,BOLETO,382.11,2026-03-13T08:14:37,APP
TRX0000891,ACC00098,ACC00020,PIX,890.88,2026-05-30T18:53:37,CAIXA
TRX0000892,ACC00004,ACC00045,PIX,10409.91,2026-03-07T00:05:37,APP
TRX0000893,ACC00089,,SAQUE,266.71,2026-04-30T03:11:37,APP
TRX0000894,ACC00109,,BOLETO,2878.0,2026-05-29T18:15:37,APP
TRX0000895,ACC00068,,BOLETO,2153.06,2026-05-28T16:40:37,APP
TRX0000896,ACC00008,,CARTAO,366.07,2026-03-16T00:31:37,ATM
TRX0000897,ACC00012,,CARTAO,442.0,2026-05-06T19:16:37,APP
TRX0000898,ACC00067,ACC00115,TED,706.36,2026-03-16T03:09:37,APP
TRX0000899,ACC00096,,CARTAO,661.03,2026-03-06T00:41:37,ATM
TRX0000900,ACC00082,ACC00010,PIX,14847.49,2026-05-09T08:28:37,APP
TRX0000901,ACC00008,,BOLETO,1816.07,2026-05-01T23:20:37,APP
TRX0000902,ACC00034,,CARTAO,833.95,2026-03-10T19:09:37,ATM
TRX0000903,ACC00090,ACC00042,PIX,790.09,2026-05-10T07:50:37,ATM
TRX0000904,ACC00035,,SAQUE,262.25,2026-03-26T17:34:37,APP
TRX0000905,ACC00099,,DEPOSITO,314.21,2026-04-08T07:58:37,APP
TRX0000906,ACC00058,,BOLETO,573.3,2026-03-08T02:05:37,INTERNET_BANKING
TRX0000907,ACC00046,,DEPOSITO,5165.68,2026-03-09T21:50:37,APP
TRX0000908,ACC00060,ACC00016,TED,1323.93,2026-03-14T02:49:37,ATM
TRX0000909,ACC00104,ACC00106,PIX,742.97,2026-03-31T09:25:37,ATM
TRX0000910,ACC00078,,SAQUE,655.31,2026-05-23T11:11:37,APP
TRX0000911,ACC00019,ACC00032,TED,589.38,2026-03-25T21:16:37,APP
TRX0000912,ACC00051,ACC00087,PIX,1238.61,2026-04-15T14:32:37,INTERNET_BANKING
TRX0000913,ACC00105,,SAQUE,407.92,2026-04-12T03:47:37,INTERNET_BANKING
TRX0000914,ACC00110,ACC00096,PIX,223.29,2026-05-30T19:41:37,APP
TRX0000915,ACC00013,,CARTAO,904.9,2026-05-31T21:30:37,INTERNET_BANKING
TRX0000916,ACCX39135,,BOLETO,1718.83,2026-04-05T20:19:37,ATM
TRX0000917,ACC00052,,BOLETO,1212.04,2026-05-10T10:58:37,INTERNET_BANKING
TRX0000918,ACC00011,,SAQUE,160.4,2026-04-05T07:29:37,APP
TRX0000919,ACC00010,ACC00009,PIX,1016.54,2026-03-17T20:55:37,APP
TRX0000920,ACC00083,,BOLETO,51.32,2026-04-15T04:17:37,APP
TRX0000921,ACC00109,ACC00043,PIX,499.45,2026-05-22T04:09:37,INTERNET_BANKING
TRX0000922,ACC00060,ACC00119,TED,186.23,2026-04-15T19:18:37,APP
TRX0000923,ACC00106,,CARTAO,730.55,2026-05-18T01:30:37,ATM
TRX0000924,ACC00088,ACC00046,PIX,986.34,2026-04-01T10:01:37,INTERNET_BANKING
TRX0000925,ACC00024,,BOLETO,883.56,2026-04-24T21:57:37,INTERNET_BANKING
TRX0000926,ACC00005,ACC00079,PIX,189.49,2026-04-30T12:43:37,INTERNET_BANKING
TRX0000927,ACC00038,,BOLETO,2441.46,2026-04-22T06:32:37,INTERNET_BANKING
TRX0000928,ACC00008,,SAQUE,24.37,2026-05-14T09:51:37,INTERNET_BANKING
TRX0000929,ACC00026,,CARTAO,229.03,2026-05-05T06:33:37,CAIXA
TRX0000930,ACC00081,ACC00070,PIX,422.48,2026-04-11T21:12:37,APP
TRX0000931,ACC00049,,CARTAO,1123.41,2026-05-23T01:51:37,APP
TRX0000932,ACC00101,,CARTAO,2461.31,2026-05-22T04:50:37,APP
TRX0000933,ACC00042,,DEPOSITO,271.77,2026-05-03T04:18:37,CAIXA
TRX0000934,ACC00077,ACC00115,PIX,591.69,2026-04-12T01:56:37,INTERNET_BANKING
TRX0000935,ACC00036,,SAQUE,216.8,2026-04-10T13:13:37,INTERNET_BANKING
TRX0000936,ACC00099,ACC00030,PIX,2310.82,2026-04-14T10:53:37,INTERNET_BANKING
TRX0000937,ACC00013,ACC00031,TED,81.59,2026-04-21T22:15:37,INTERNET_BANKING
TRX0000938,ACC00105,ACC00095,PIX,361.26,2026-05-05T18:13:37,APP
TRX0000939,ACC00029,ACC00103,PIX,484.77,2026-03-06T07:05:37,APP
TRX0000940,ACC00120,,BOLETO,926.56,2026-04-22T08:39:37,INTERNET_BANKING
TRX0000941,ACC00031,,BOLETO,310.11,2026-04-07T14:06:37,ATM
TRX0000942,ACC00046,ACC00004,PIX,640.49,2026-05-21T12:06:37,ATM
TRX0000943,ACC00046,ACC00073,PIX,1546.94,2026-03-18T03:57:37,APP
TRX0000944,ACC00025,,DEPOSITO,1967.53,2026-03-31T04:37:37,APP
